#,nombre archivo,Colección,dspace.entity.type,dc.contributor.entity ,dc.ciudad,dc.date.issued,dc.description.tableofcontents,dc.format,dc.format.extent,dc.format.medium,dc.subject,dc.type,dc.type.evento,fia.catalogador,fia.clasificacionlocal,fia.comuna,fia.convocatoria,fia.desafio-estrategico,fia.ejecucion,fia.especie,fia.iniciativa,fia.linea-de-accion,fia.notageneral,fia.participacion,fia.provincia,fia.realizacion,fia.region,fia.rubro,fia.sector,fia.subsector,fia.tema
92,COC-2016-0429_181.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,48 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
93,COC-2016-0429_182.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,13 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
94,COC-2016-0429_183.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,10 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
95,COC-2016-0429_184.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,11 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
96,COC-2016-0429_185.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,10 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
97,COC-2016-0429_186.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,07 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
98,COC-2016-0429_187.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,14 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
99,COC-2016-0429_188.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,07 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
100,COC-2016-0429_189.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,08 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
101,COC-2016-0429_19.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,98 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
102,COC-2016-0429_190.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,11 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
103,COC-2016-0429_191.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,15 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
104,COC-2016-0429_192.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,16 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
105,COC-2016-0429_193.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,10 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
106,COC-2016-0429_194.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,11 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
107,COC-2016-0429_195.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,09 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
108,COC-2016-0429_196.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,14 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
109,COC-2016-0429_197.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,14 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
110,COC-2016-0429_198.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,14 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
111,COC-2016-0429_20.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,93 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
112,COC-2016-0429_21.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,09 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
113,COC-2016-0429_22.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,67 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
114,COC-2016-0429_23.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,81 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
115,COC-2016-0429_24.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,47 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
116,COC-2016-0429_25.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,72 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
117,COC-2016-0429_26.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,92 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
118,COC-2016-0429_27.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,29 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo
